idx,BOD_addr,general,pediatric,specialist,CensusCountyFips,Latitude,Longitude,hygienist_for_general,hygienist_for_pediatric
908," 1290 SUN RIDGE DRIVE,-,-,PITTSBURGH,PENNSYLVANIA,15241",0.0,0.0,1.0,3.0,40.3404346,40.3404346,0.0,0.0
909," 1291 WYOMING AVENUE,-,-,EXETER,PENNSYLVANIA,18643",1.0,0.0,0.0,79.0,41.36653679,41.36653679,2.0,0.0
910," 1292 DENNISTON ST,-,-,PITTSBURGH,PENNSYLVANIA,15217",1.0,0.0,0.0,3.0,40.446416799999994,40.446416799999994,2.0,0.0
911," 12927 SPRING AIRE CIRCLE,-,-,WAYNESBORO,PENNSYLVANIA,17268",1.0,0.0,0.0,55.0,39.74150352,39.74150352,2.0,0.0
912," 13 BROOKWOOD AVE,-,SUITE 1,CARLISLE,PENNSYLVANIA,17015",1.0,0.0,0.0,41.0,40.18371578,40.18371578,2.0,0.0
913," 13 NEW DORWART STREET,-,-,LANCASTER,PENNSYLVANIA,17603",1.0,0.0,0.0,71.0,40.03439463,40.03439463,2.0,0.0
914," 13 PINEWOOD DR,-,-,DOWNINGTOWN,PENNSYLVANIA,19335",0.0,0.0,1.0,29.0,40.03732821,40.03732821,0.0,0.0
915," 13 PINEWOOD DRIVE,-,-,DOUGLASSVILLE,PENNSYLVANIA,19518",1.0,0.0,0.0,11.0,40.26923060000001,40.26923060000001,2.0,0.0
916," 13 SPRUCE ST,-,-,LEHIGHTON,PENNSYLVANIA,18235",1.0,0.0,0.0,25.0,40.8205364,40.8205364,2.0,0.0
917," 13 ST ALBANS CIRCLE,-,-,NEWTOWN SQUARE,PENNSYLVANIA,19073",0.0,0.0,1.0,45.0,39.98814888,39.98814888,0.0,0.0
918," 13 WHEATON DRIVE,-,-,LITTLESTOWN,PENNSYLVANIA,17340",1.0,0.0,0.0,1.0,39.7502936,39.7502936,2.0,0.0
919," 130 ALMSHOUSE RD.,SUITE 406,-,RICHBORO,PENNSYLVANIA,18954",1.0,0.0,0.0,17.0,40.21625932,40.21625932,2.0,0.0
920," 130 ALMSHOUSE RD.,SUITE 500,130 ALMSHOUSE ROAD,RICHBORO,PENNSYLVANIA,18954",1.0,0.0,0.0,17.0,40.22260658,40.22260658,2.0,0.0
921," 130 ALMSHOUSE ROAD,SUITE 101,-,RICHBORO,PENNSYLVANIA,18954",0.0,1.0,0.0,17.0,40.21625932,40.21625932,0.0,2.0
922," 130 ALMSHOUSE ROAD,SUITE 500,-,RICHBORO,PENNSYLVANIA,18954",1.0,0.0,0.0,17.0,40.21625932,40.21625932,2.0,0.0
923," 130 EAST CHELTON ROAD,-,-,PARKSIDE,PENNSYLVANIA,19015",1.0,0.0,0.0,45.0,39.87153215,39.87153215,2.0,0.0
924," 130 FRYSVILLE ROAD,-,-,HELLAM,PENNSYLVANIA,17406",1.0,0.0,0.0,133.0,39.99978724,39.99978724,2.0,0.0
925," 130 LORI LN,-,-,BROOMALL,PENNSYLVANIA,19008",1.0,0.0,0.0,45.0,39.98685511,39.98685511,2.0,0.0
926," 130 MANOR ROAD,-,-,DELMONT,PENNSYLVANIA,15626",1.0,0.0,0.0,129.0,40.40955012,40.40955012,2.0,0.0
927," 130 PINE CREEK DRIVE,-,-,CARLISLE,PENNSYLVANIA,17013",1.0,0.0,0.0,41.0,40.24307179,40.24307179,2.0,0.0
928," 130 RIDGEVIEW DR,-,-,ETTERS,PENNSYLVANIA,17319",1.0,0.0,0.0,133.0,40.1347393,40.1347393,2.0,0.0
929," 130 SOMERSET DRIVE,-,-,HERSHEY,PENNSYLVANIA,17033",1.0,0.0,0.0,43.0,40.26435149,40.26435149,2.0,0.0
930," 130 SOUTH 18TH STREET,UNIT 406,-,PHILADELPHIA,PENNSYLVANIA,19103",1.0,0.0,0.0,101.0,39.95090066,39.95090066,2.0,0.0
931," 130 W TACOMA AVE,-,-,LATROBE,PENNSYLVANIA,15650",0.0,0.0,1.0,129.0,40.32245579999999,40.32245579999999,0.0,0.0
932," 1300 HORIZON DRIVE  SUITE 117,-,-,CHALFONT,PENNSYLVANIA,18914",0.0,0.0,1.0,17.0,40.28902915,40.28902915,0.0,0.0
933," 1300 N FIFTH STREET,-,-,PERKASIE,PENNSYLVANIA,18944",0.0,0.0,1.0,17.0,40.38430915,40.38430915,0.0,0.0
934," 1301 GRANDVIEW AVE,-,-,PITTSBURGH,PENNSYLVANIA,15211",1.0,0.0,0.0,3.0,40.4382472,40.4382472,2.0,0.0
935," 1301 HAMPDEN BLVD,APT 1,-,READING,PENNSYLVANIA,19604",1.0,0.0,0.0,11.0,40.3547695,40.3547695,2.0,0.0
936," 1301 KAREN AVENUE,-,-,CROYDON,PENNSYLVANIA,19021",1.0,0.0,0.0,17.0,40.09675184,40.09675184,2.0,0.0
937," 1301 SADDLEBROOK LANE,-,-,HUNTINGDON VALLEY,PENNSYLVANIA,19006",0.0,0.0,1.0,91.0,40.14894113,40.14894113,0.0,0.0
938," 1301 W LANCASTER AVE,SUITE 208,-,BERWYN,PENNSYLVANIA,19312",1.0,0.0,0.0,29.0,40.04292669,40.04292669,2.0,0.0
939," 1301 W LANCASTER AVENUE,SUITE 208,-,BERWYN,PENNSYLVANIA,19312",1.0,0.0,0.0,29.0,40.04292669,40.04292669,2.0,0.0
940," 13017 BLAKESLEE DR,UNIT B,-,PHILADELPHIA,PENNSYLVANIA,19116",1.0,0.0,0.0,101.0,40.12848393,40.12848393,2.0,0.0
941," 1302 POWELL ROAD,-,-,BROOKHAVEN,PENNSYLVANIA,19015",1.0,0.0,0.0,45.0,39.85575132,39.85575132,2.0,0.0
942," 1302 S 20TH ST,-,-,PHILADELPHIA,PENNSYLVANIA,19146",1.0,0.0,0.0,101.0,39.93535908,39.93535908,2.0,0.0
943," 1303 MEADOW DR,-,-,BLUE BELL,PENNSYLVANIA,19422",1.0,0.0,0.0,91.0,40.15331172,40.15331172,2.0,0.0
944," 1305 BARRY DRIVE,-,-,BETHLEHEM,PENNSYLVANIA,18017",0.0,1.0,0.0,95.0,40.65255117,40.65255117,0.0,2.0
945," 1305 MAIN STREET,-,-,AVOCA,PENNSYLVANIA,18641",1.0,0.0,0.0,79.0,41.34668934,41.34668934,2.0,0.0
946," 1305 MIDDLETOWN ROAD,SUITE 1,-,HUMMELSTOWN,PENNSYLVANIA,17036",0.0,0.0,1.0,43.0,40.23150043,40.23150043,0.0,0.0
947," 1305 MIDDLETOWN ROAD,SUITE 2,-,HUMMELSTOWN,PENNSYLVANIA,17036",1.0,0.0,0.0,43.0,40.23150043,40.23150043,2.0,0.0
948," 1305 SUMAC STREET,-,-,MCKEESPORT,PENNSYLVANIA,15132",0.0,0.0,1.0,3.0,40.344118200000004,40.344118200000004,0.0,0.0
949," 1305 TATAMY ROAD,-,-,EASTON,PENNSYLVANIA,18045",1.0,0.0,0.0,95.0,40.72048033,40.72048033,2.0,0.0
950," 1306 BAILEY FARM ROAD,-,-,GREENSBURG,PENNSYLVANIA,15601",1.0,0.0,0.0,129.0,40.26985309,40.26985309,2.0,0.0
951," 1306 BRENEMAN ROAD,-,-,MANHEIM,PENNSYLVANIA,17545",1.0,0.0,0.0,71.0,40.15821171,40.15821171,2.0,0.0
952," 1306 EAST 9TH ST.,-,-,EDDYSTONE,PENNSYLVANIA,19022",1.0,0.0,0.0,45.0,39.85920368,39.85920368,2.0,0.0
953," 1306 MEMORIAL DR,-,-,WARWICK,PENNSYLVANIA,18974",1.0,0.0,0.0,17.0,40.21595407,40.21595407,2.0,0.0
954," 13070 DOROTHY DR,-,-,PHILADELPHIA,PENNSYLVANIA,191161710",1.0,0.0,0.0,101.0,40.12420391,40.12420391,2.0,0.0
955," 1308 SPRUCE STREET,NUMBER 1,-,PHILADELPHIA,PENNSYLVANIA,19107",1.0,0.0,0.0,101.0,39.94652471,39.94652471,2.0,0.0
956," 1309 CABIN RD,-,-,HATFIELD,PENNSYLVANIA,19440",1.0,0.0,0.0,91.0,40.26820872,40.26820872,2.0,0.0
957," 1309 NORTH WOODBINE AVENUE,-,-,PENN VALLEY,PENNSYLVANIA,19072",1.0,0.0,0.0,91.0,40.02650954,40.02650954,2.0,0.0
958," 1309 ROUTE 100,-,-,BARTO,PENNSYLVANIA,19504",1.0,0.0,0.0,11.0,40.38453889,40.38453889,2.0,0.0
959," 131 C WEST STATE ST,-,-,DOYLESTOWN,PENNSYLVANIA,18901",1.0,0.0,0.0,17.0,40.30860295,40.30860295,2.0,0.0
960," 131 COMMONS COURT,-,-,CHADDS FORD,PENNSYLVANIA,19317",1.0,0.0,0.0,45.0,39.87469733,39.87469733,2.0,0.0
961," 131 RAINTREE XING,-,-,HATFIELD,PENNSYLVANIA,19440",1.0,0.0,0.0,91.0,40.27456367,40.27456367,2.0,0.0
962," 131 STEWARTS COURT,-,-,PHOENIXVILLE,PENNSYLVANIA,19460",1.0,0.0,0.0,29.0,40.1067672,40.1067672,2.0,0.0
963," 131 WALLACETON RD,-,-,MORRISDALE,PENNSYLVANIA,16858",0.0,1.0,0.0,33.0,40.94704383,40.94704383,0.0,2.0
964," 131-D WEST STATE STREET,-,-,DOYLESTOWN,PENNSYLVANIA,18901",0.0,0.0,1.0,17.0,40.30860295,40.30860295,0.0,0.0
965," 1310 COLTON RD,-,-,GLADWYNE,PENNSYLVANIA,19035",1.0,0.0,0.0,91.0,40.05299625,40.05299625,2.0,0.0
966," 1310 WESTMINSTER AVE,-,-,HANOVER,PENNSYLVANIA,17331",1.0,0.0,0.0,133.0,39.76352003,39.76352003,2.0,0.0
967," 1310 WHITNEY ROAD,-,-,SOUTHAMPTON,PENNSYLVANIA,18966",1.0,0.0,0.0,17.0,40.19124434,40.19124434,2.0,0.0
968," 1311 SUMMIT AVENUE,-,-,MONESSEN,PENNSYLVANIA,15062",1.0,0.0,0.0,129.0,40.15510901,40.15510901,2.0,0.0
969," 1312 GANTRY COURT,-,-,SEWICKLEY,PENNSYLVANIA,15143",1.0,0.0,0.0,3.0,40.6064242,40.6064242,2.0,0.0
970," 1312 WRENFIELD WAY,-,-,VILLANOVA,PENNSYLVANIA,19085",1.0,0.0,0.0,91.0,40.04957353,40.04957353,2.0,0.0
971," 1314 FLAT ROCK RD,-,-,NARBERTH,PENNSYLVANIA,19072",1.0,0.0,0.0,91.0,40.03050623,40.03050623,2.0,0.0
972," 1315 BRIDGETOWN PIKE,-,-,FEASTERVILLE,PENNSYLVANIA,19053",1.0,0.0,0.0,17.0,40.15499552,40.15499552,2.0,0.0
973," 1315 CLOUSER HOLLOW RD,-,-,NEW BLOOMFLD,PENNSYLVANIA,17068",1.0,0.0,0.0,99.0,40.40214755,40.40214755,2.0,0.0
974," 1315 SOUTH ALLEN STREET,-,-,STATE COLLEGE,PENNSYLVANIA,16801",1.0,0.0,0.0,27.0,40.78416939,40.78416939,2.0,0.0
975," 1316 MILTON ST,-,-,PITTSBURGH,PENNSYLVANIA,15218",1.0,0.0,0.0,3.0,40.4296196,40.4296196,2.0,0.0
976," 1316 N 5TH STREET,-,-,PERKASIE,PENNSYLVANIA,18944",2.0,0.0,0.0,17.0,40.38615177,40.38615177,4.0,0.0
977," 1316 STONEHENGE DRIVE,-,-,YORK,PENNSYLVANIA,17404",0.0,0.0,1.0,133.0,40.00007892,40.00007892,0.0,0.0
978," 1317 PRINCETON AVENUE,-,-,NATRONA HEIGHTS,PENNSYLVANIA,15065",0.0,0.0,1.0,3.0,40.627226799999995,40.627226799999995,0.0,0.0
979," 1317 ROBERTS AVENUE,-,-,FEASTERVILLE,PENNSYLVANIA,19053",1.0,0.0,0.0,17.0,40.15807056,40.15807056,2.0,0.0
980," 1319 LINCOLN AVE,-,-,PROSPECT PARK,PENNSYLVANIA,19076",1.0,0.0,0.0,45.0,39.88910016,39.88910016,2.0,0.0
981," 132 ALANA DR,-,-,SAXONBURG,PENNSYLVANIA,16056",1.0,0.0,0.0,19.0,40.76574214,40.76574214,2.0,0.0
982," 132 BUSH LANE,P O BOX 747,-,BRODHEADSVILLE,PENNSYLVANIA,18322",1.0,0.0,0.0,89.0,40.92016702,40.92016702,2.0,0.0
983," 132 CENTER STREET,-,-,RIDGWAY,PENNSYLVANIA,15853",1.0,0.0,0.0,47.0,41.41998732,41.41998732,2.0,0.0
984," 132 INDIAN CREEK VALLEY ROAD ,PO BOX 338,-,NORMALVILLE,PENNSYLVANIA,15469",0.0,0.0,1.0,51.0,40.002347,40.002347,0.0,0.0
985," 132 JOHN ROBERT THOMAS DRIVE,-,-,EXTON,PENNSYLVANIA,19341",0.0,0.0,1.0,29.0,40.02760852,40.02760852,0.0,0.0
986," 132 WILDERWAY,-,-,NORTH WALES,PENNSYLVANIA,19454",1.0,0.0,0.0,91.0,40.22346349,40.22346349,2.0,0.0
987," 132 YORKSHIRE WAY,-,-,HATBORO,PENNSYLVANIA,19040",1.0,0.0,0.0,91.0,40.18869543,40.18869543,2.0,0.0
988," 1320 DOGWOOD LN,PO BOX 643,-,GWYNEDD VALLEY,PENNSYLVANIA,19437",1.0,0.0,0.0,91.0,40.18020083,40.18020083,2.0,0.0
989," 1320W  SOMERVILLE AV.,YORK NORTH APARTMENTS APT.618,-,PHILADELPHIA,PENNSYLVANIA,19141",1.0,0.0,0.0,101.0,40.03459434,40.03459434,2.0,0.0
990," 1321 ROBINHOOD ROAD,-,-,MEADOWBROOK,PENNSYLVANIA,19046",1.0,0.0,0.0,91.0,40.12366981,40.12366981,2.0,0.0
991," 1321 RODMAN STREET #2A,-,-,PHILADELPHIA,PENNSYLVANIA,19147",1.0,0.0,0.0,101.0,39.94415192,39.94415192,2.0,0.0
992," 1322 LANSDALE AVE,-,-,LANSDALE,PENNSYLVANIA,19446",1.0,0.0,0.0,91.0,40.25035407,40.25035407,2.0,0.0
993," 1323 N. 14TH STREET,-,-,HARRISBURG,PENNSYLVANIA,17103",1.0,0.0,0.0,43.0,40.27687334,40.27687334,2.0,0.0
994," 1324 CHAPIN RD,-,-,NEW CASTLE,PENNSYLVANIA,16105",1.0,0.0,0.0,73.0,41.05236394,41.05236394,2.0,0.0
995," 1324 LOCUST ST,1124,-,PHILADELPHIA,PENNSYLVANIA,19107",1.0,0.0,0.0,101.0,39.94779722,39.94779722,2.0,0.0
996," 1325 BRIGHTON AVENUE,SUITE 7,-,LITITZ,PENNSYLVANIA,17543",1.0,0.0,0.0,71.0,40.12137763,40.12137763,2.0,0.0
997," 1325 HIGH ST,-,-,POTTSTOWN,PENNSYLVANIA,19464",1.0,0.0,0.0,91.0,40.24345674,40.24345674,2.0,0.0
998," 1325 WOODED WAY,-,-,BRYN MAWR,PENNSYLVANIA,19010",0.0,0.0,1.0,91.0,40.04011046,40.04011046,0.0,0.0
999," 1326 COLESCOTT STREET,-,-,PITTSBURGH,PENNSYLVANIA,15205",1.0,0.0,0.0,3.0,40.434649799999995,40.434649799999995,2.0,0.0
1000," 1326 FREEPORT RD,-,-,PITTSBURGH,PENNSYLVANIA,15238",0.0,0.0,1.0,3.0,40.48885739999999,40.48885739999999,0.0,0.0
1001," 1326 MEADOWBROOK DR,-,-,CANONSBURG,PENNSYLVANIA,15317",1.0,0.0,0.0,125.0,40.22152054,40.22152054,2.0,0.0
1002," 1326 SPRUCE STREET,APARTMENT 2102,-,PHILADELPHIA,PENNSYLVANIA,19107",1.0,0.0,0.0,101.0,39.94666632,39.94666632,2.0,0.0
1003," 1326 W. BROAD ST.,-,-,QUAKERTOWN,PENNSYLVANIA,18951",1.0,0.0,0.0,17.0,40.44259257,40.44259257,2.0,0.0
1004," 1327 WOODMONT AVENUE,-,-,NEW KENSINGTON,PENNSYLVANIA,15068",1.0,0.0,0.0,129.0,40.57236631,40.57236631,2.0,0.0
1005," 1328 KINGSTON COURT,-,-,NORTHAMPTON,PENNSYLVANIA,18067",1.0,0.0,0.0,95.0,40.68639905,40.68639905,2.0,0.0
1006," 133 A HAMILTON AVE,-,-,VANDERGRIFT,PENNSYLVANIA,15690",1.0,0.0,0.0,129.0,40.60246845,40.60246845,2.0,0.0
1007," 133 CHERRY VALLEY ROAD,-,-,PITTSBURGH,PENNSYLVANIA,15221",1.0,0.0,0.0,3.0,40.4349449,40.4349449,2.0,0.0
1008," 133 FARMINGTON PLACE,-,-,GREENSBURG,PENNSYLVANIA,15601",1.0,0.0,0.0,129.0,40.28552978,40.28552978,2.0,0.0
1009," 133 GLENDALE ROAD,-,-,PITTSTON,PENNSYLVANIA,18640",1.0,0.0,0.0,79.0,41.33647845,41.33647845,2.0,0.0
1010," 133 KAYWOOD DRIVE,-,-,BOALSBURG,PENNSYLVANIA,16827",1.0,0.0,0.0,27.0,40.78526381,40.78526381,2.0,0.0
1011," 133 LOGGING RD,-,-,HONEY BROOK,PENNSYLVANIA,19344",1.0,0.0,0.0,29.0,40.06208242,40.06208242,2.0,0.0
1012," 133 MCKEAN STREET,-,-,PHILADELPHIA,PENNSYLVANIA,19148",1.0,0.0,0.0,101.0,39.92309173,39.92309173,2.0,0.0
1013," 133 STONY BROOK LANE,-,-,NEW OXFORD,PENNSYLVANIA,17350",1.0,0.0,0.0,1.0,39.897609499999994,39.897609499999994,2.0,0.0
1014," 133 W INGOMAR RD,-,-,PITTSBURGH,PENNSYLVANIA,15237",1.0,0.0,0.0,3.0,40.5818455,40.5818455,2.0,0.0
1015," 133 WATER BLVD,-,-,WEST BROWNSVILLE,PENNSYLVANIA,15417",1.0,0.0,0.0,125.0,40.02473228,40.02473228,2.0,0.0
1016," 1330 MEMORIAL DR,-,-,WARWICK,PENNSYLVANIA,18974",1.0,0.0,0.0,17.0,40.21595407,40.21595407,2.0,0.0
1017," 1330 N. 13TH STREET,-,-,READING,PENNSYLVANIA,19604",1.0,0.0,0.0,11.0,40.355983200000004,40.355983200000004,2.0,0.0
1018," 1332 POCONO STREET,-,-,PITTSBURGH,PENNSYLVANIA,15218",1.0,0.0,0.0,3.0,40.4189257,40.4189257,2.0,0.0
1019," 1333 BUTTERFIELD LANE ,-,-,BENSALEM,PENNSYLVANIA,19020",1.0,0.0,0.0,17.0,40.11727214,40.11727214,2.0,0.0
1020," 1333 EASTON AVE,-,-,BETHLEHEM,PENNSYLVANIA,18018",1.0,0.0,0.0,95.0,40.631331700000004,40.631331700000004,2.0,0.0
1021," 1333 HORICK DRIVE,-,-,BOILING SPRINGS,PENNSYLVANIA,17007",2.0,0.0,0.0,41.0,40.13229532,40.13229532,4.0,0.0
1022," 1335 CHINQUAPIN RD,-,-,SOUTHAMPTON,PENNSYLVANIA,18966",1.0,0.0,0.0,17.0,40.16979189,40.16979189,2.0,0.0
1023," 1335 EAST RIVER ROAD,-,-,MIFFLINTOWN,PENNSYLVANIA,17059",1.0,0.0,0.0,67.0,40.53106258,40.53106258,2.0,0.0
1024," 1336 BRISTOL PIKE,STE 140,-,BENSALEM,PENNSYLVANIA,19020",1.0,0.0,0.0,17.0,40.072448,40.072448,2.0,0.0
1025," 1337 ISLAND AVE ,FLOOR 1,-,MCKEES ROCKS,PENNSYLVANIA,15136",1.0,0.0,0.0,3.0,40.4826518,40.4826518,2.0,0.0
1026," 1338 CHESTNUT ST.,APT. 1113,-,PHILADELPHIA,PENNSYLVANIA,19107",1.0,0.0,0.0,101.0,39.95053472,39.95053472,2.0,0.0
1027," 1338 ENDERS ROAD,-,-,HALIFAX,PENNSYLVANIA,17032",1.0,0.0,0.0,43.0,40.47801116,40.47801116,2.0,0.0
1028," 13389 MCCLINTOCK RD,-,-,MEADVILLE,PENNSYLVANIA,16335",1.0,0.0,0.0,39.0,41.64790667,41.64790667,2.0,0.0
1029," 1339 DILLON ROAD,-,-,FT WASHINGTON,PENNSYLVANIA,19034",1.0,0.0,0.0,91.0,40.15170375,40.15170375,2.0,0.0
1030," 134 NORTH MAIN ST,-,-,BIGLERVILLE,PENNSYLVANIA,17307",1.0,0.0,0.0,1.0,39.9343787,39.9343787,2.0,0.0
1031," 134 TIMBER RIDGE RD,-,-,HUMMELSTOWN,PENNSYLVANIA,17036",1.0,0.0,0.0,43.0,40.35175267,40.35175267,2.0,0.0
1032," 1340  ZION  ROAD,-,-,BELLEFONTE,PENNSYLVANIA,16823",1.0,0.0,0.0,27.0,40.91514252,40.91514252,2.0,0.0
1033," 1340 DEKALB STREET,SUITE 5,-,NORRISTOWN,PENNSYLVANIA,19401",0.0,0.0,1.0,91.0,40.12244144,40.12244144,0.0,0.0
1034," 1340 LOMBARD ST,APT 203,-,PHILADELPHIA,PENNSYLVANIA,19147",0.0,0.0,1.0,101.0,39.94435986,39.94435986,0.0,0.0
1035," 1340 OLD FREEPORT ROAD,-,-,PITTSBURGH,PENNSYLVANIA,15238",1.0,0.0,0.0,3.0,40.4892787,40.4892787,2.0,0.0
1036," 1340 WINTON STREET,-,-,ARCHBALD,PENNSYLVANIA,18403",1.0,0.0,0.0,69.0,41.48480557,41.48480557,2.0,0.0
1037," 1342 GROVE LANE,-,-,SEVEN VALLEYS,PENNSYLVANIA,17360",1.0,0.0,0.0,133.0,39.87224097,39.87224097,2.0,0.0
1038," 1343 FITZWATERTOWN ROAD,-,-,ABINGTON,PENNSYLVANIA,19001",1.0,0.0,0.0,91.0,40.13751791,40.13751791,2.0,0.0
1039," 1345 STEPHEN WAY,-,-,SOUTHAMPTON,PENNSYLVANIA,18966",1.0,0.0,0.0,17.0,40.17836306,40.17836306,2.0,0.0
1040," 1346 TROON LANE,-,-,WEST CHESTER,PENNSYLVANIA,19380",1.0,0.0,0.0,29.0,39.99830579,39.99830579,2.0,0.0
1041," 1347 S CORLIES ST,-,-,PHILADELPHIA,PENNSYLVANIA,19146",1.0,0.0,0.0,101.0,39.93656186,39.93656186,2.0,0.0
1042," 1348 NORTH HOWARD STREET,-,-,PHILADELPHIA,PENNSYLVANIA,19122",1.0,0.0,0.0,101.0,39.97129799,39.97129799,2.0,0.0
1043," 1348 SUNSET DRIVE,PO BOX 0341,-,GWYNEDD VALLEY,PENNSYLVANIA,194370341",0.0,0.0,1.0,91.0,40.1824446,40.1824446,0.0,0.0
1044," 1349 PRITCHARD STREET ,-,-,PITTSBURGH,PENNSYLVANIA,15204",1.0,0.0,0.0,3.0,40.4518779,40.4518779,2.0,0.0
1045," 135 CUMBERLAND RD,-,-,PITTSBURGH,PENNSYLVANIA,15237",1.0,0.0,0.0,3.0,40.572418,40.572418,2.0,0.0
1046," 135 NORTH GRANT AVENUE,-,-,KITTANNING,PENNSYLVANIA,16201",1.0,0.0,0.0,5.0,40.81653220000001,40.81653220000001,2.0,0.0
1047," 135 NORTH MAIN STREET,-,-,NEW HOPE,PENNSYLVANIA,18938",1.0,0.0,0.0,17.0,40.36706504,40.36706504,2.0,0.0
1048," 135 W SPRINGFIELD AVE,-,-,PHILADELPHIA,PENNSYLVANIA,19118",1.0,0.0,0.0,101.0,40.06776798,40.06776798,2.0,0.0
1049," 135 W. LEHMAN AVE,-,-,HATBORO,PENNSYLVANIA,19040",1.0,0.0,0.0,91.0,40.17496468,40.17496468,2.0,0.0
1050," 1351 CALVERT LANE,-,-,LANCASTER,PENNSYLVANIA,17603",1.0,0.0,0.0,71.0,40.02042592,40.02042592,2.0,0.0
1051," 1351 WINGATE AVE,-,-,READING,PENNSYLVANIA,19607",1.0,0.0,0.0,11.0,40.3061831,40.3061831,2.0,0.0
1052," 1352 SOUTH ST.,C4,-,PHILADELPHIA,PENNSYLVANIA,19147",0.0,1.0,0.0,101.0,39.93581582,39.93581582,0.0,2.0
1053," 1352 SOUTH STREET,SUITE C3,-,PHILADELPHIA,PENNSYLVANIA,19147",1.0,0.0,0.0,101.0,39.94347344,39.94347344,2.0,0.0
1054," 136 ALTER ST,-,-,PHILADELPHIA,PENNSYLVANIA,19147",0.0,0.0,1.0,101.0,39.93321216,39.93321216,0.0,0.0
1055," 136 ALTER STREET,-,-,PHILADELPHIA,PENNSYLVANIA,19147",1.0,0.0,0.0,101.0,39.93321216,39.93321216,2.0,0.0
1056," 136 BLUE GRASS CIRCLE,-,-,MONROEVILLE,PENNSYLVANIA,15146",0.0,1.0,0.0,3.0,40.434650500000004,40.434650500000004,0.0,2.0
1057," 136 EAST OAKLAND AVE,-,-,DOYLESTOWN,PENNSYLVANIA,18901",1.0,0.0,0.0,17.0,40.31058158,40.31058158,2.0,0.0
1058," 136 VAIL LN,-,-,PORT MATILDA,PENNSYLVANIA,16870",1.0,0.0,0.0,27.0,40.80005568,40.80005568,2.0,0.0
1059," 137 EAST FACTORY STREET,-,-,MECHANICSBURG,PENNSYLVANIA,17055",1.0,0.0,0.0,41.0,40.21687592,40.21687592,2.0,0.0
1060," 137 NORTH MARKET STREET,-,-,ELYSBURG,PENNSYLVANIA,17824",1.0,0.0,0.0,97.0,40.8635703,40.8635703,2.0,0.0
1061," 137 RED RAMBLER DRIVE,-,-,LAFAYETTE HILL,PENNSYLVANIA,19444",1.0,0.0,0.0,91.0,40.088395500000004,40.088395500000004,2.0,0.0
1062," 137 STATION DRIVE,-,-,NORTH WALES,PENNSYLVANIA,19454",1.0,0.0,0.0,91.0,40.21886769,40.21886769,2.0,0.0
1063," 137 WEST STREET ROAD,-,-,FEASTERVILLE TREVOSE,PENNSYLVANIA,19053",1.0,0.0,0.0,17.0,40.15472103,40.15472103,2.0,0.0
1064," 137 WINFIELD CT.,-,-,FAIRLESS HILLS,PENNSYLVANIA,19030",1.0,0.0,0.0,17.0,40.17127333,40.17127333,2.0,0.0
1065," 1370 WASHINGTON PIKE,SUITE 104,-,PITTSBURGH,PENNSYLVANIA,15017",1.0,0.0,0.0,3.0,40.3788408,40.3788408,2.0,0.0
1066," 1371 KERPER STREET,-,-,PHILADELPHIA,PENNSYLVANIA,19111",1.0,0.0,0.0,101.0,40.04490959,40.04490959,2.0,0.0
1067," 1372 N SUSQUEHANNA TRL,STE 320,-,SELINSGROVE,PENNSYLVANIA,17870",1.0,0.0,0.0,109.0,40.81312857,40.81312857,2.0,0.0
1068," 1372 N. SUSQUEHANNA TRAIL,SUITE 140,-,SELINSGROVE,PENNSYLVANIA,17870",1.0,0.0,0.0,109.0,40.81312857,40.81312857,2.0,0.0
1069," 1374 DEERFIELD DRIVE,-,-,ALLENTOWN,PENNSYLVANIA,18104",0.0,0.0,1.0,77.0,40.60694846,40.60694846,0.0,0.0
1070," 138 BITTERSWEET CIR,-,-,VENETIA,PENNSYLVANIA,15367",1.0,0.0,0.0,125.0,40.28943251,40.28943251,2.0,0.0
1071," 138 BROADWAY,-,-,HANOVER,PENNSYLVANIA,17331",1.0,0.0,0.0,133.0,39.80228885,39.80228885,2.0,0.0
1072," 138 EAST MARKET STREET,-,-,BLAIRSVILLE,PENNSYLVANIA,15717",1.0,0.0,0.0,63.0,40.43087129,40.43087129,2.0,0.0
1073," 138 RIDGEMONT DR,-,-,CRANBERRY TWP,PENNSYLVANIA,16066",1.0,0.0,0.0,19.0,40.72243154,40.72243154,2.0,0.0
1074," 138 SPRINGHILL DRIVE,-,-,OAKDALE,PENNSYLVANIA,15071",1.0,0.0,0.0,3.0,40.4266924,40.4266924,2.0,0.0
1075," 1380 CANDLEWOOD DR,-,-,PITTSBURGH,PENNSYLVANIA,15241",0.0,0.0,1.0,3.0,40.3132631,40.3132631,0.0,0.0
1076," 139 CONROY AVE,-,-,SCRANTON,PENNSYLVANIA,18505",1.0,0.0,0.0,69.0,41.39575646,41.39575646,2.0,0.0
1077," 139 E 2ND AVE,-,-,LATROBE,PENNSYLVANIA,15650",1.0,0.0,0.0,129.0,40.32285214,40.32285214,2.0,0.0
1078," 139 MONTGOMERY AVENUE,-,-,BALA CYNWYD,PENNSYLVANIA,19004",1.0,0.0,0.0,91.0,40.00555482,40.00555482,2.0,0.0
